,Type,UI,PubmedID,NameOfSubstance,RegistryNumber,MeshHeadingID,DescriptorName,MajorTopicYN,QualifierName
22762,DescriptorName,D012202,3379435,,,9,Reye Syndrome,N,
22763,QualifierName,Q000139,3379435,,,9,,Y,chemically induced
22764,DescriptorName,D005680,3379435,,,10,gamma-Aminobutyric Acid,N,
22765,QualifierName,Q000009,3379435,,,10,,N,adverse effects
22766,Chemical,D003692,3391110,Delayed-Action Preparations,0,,,,
22767,Chemical,D009020,3391110,Morphine,76I7G6D29C,,,,
22768,DescriptorName,D000230,3391110,,,1,Adenocarcinoma,N,
22769,QualifierName,Q000503,3391110,,,1,,N,physiopathology
22770,DescriptorName,D000368,3391110,,,2,Aged,N,
22771,DescriptorName,D003692,3391110,,,3,Delayed-Action Preparations,N,
22772,DescriptorName,D004417,3391110,,,4,Dyspnea,N,
22773,QualifierName,Q000139,3391110,,,4,,Y,chemically induced
22774,DescriptorName,D006801,3391110,,,5,Humans,N,
22775,DescriptorName,D008297,3391110,,,6,Male,N,
22776,DescriptorName,D009020,3391110,,,7,Morphine,N,
22777,QualifierName,Q000008,3391110,,,7,,N,administration & dosage
22778,DescriptorName,D010148,3391110,,,8,"Pain, Intractable",N,
22779,QualifierName,Q000188,3391110,,,8,,N,drug therapy
22780,DescriptorName,D011471,3391110,,,9,Prostatic Neoplasms,N,
22781,QualifierName,Q000503,3391110,,,9,,N,physiopathology
22782,Chemical,D003891,3397227,Desipramine,TG537D343B,,,,
22783,DescriptorName,D001288,3397227,,,1,Attention,N,
22784,QualifierName,Q000187,3397227,,,1,,Y,drug effects
22785,DescriptorName,D001289,3397227,,,2,Attention Deficit Disorder with Hyperactivity,N,
22786,QualifierName,Q000188,3397227,,,2,,Y,drug therapy
22787,DescriptorName,D003866,3397227,,,3,Depressive Disorder,N,
22788,QualifierName,Q000188,3397227,,,3,,Y,drug therapy
22789,DescriptorName,D003891,3397227,,,4,Desipramine,N,
22790,QualifierName,Q000009,3397227,,,4,,Y,adverse effects
22791,DescriptorName,D004542,3397227,,,5,Ejaculation,N,
22792,QualifierName,Q000187,3397227,,,5,,Y,drug effects
22793,DescriptorName,D006801,3397227,,,6,Humans,N,
22794,DescriptorName,D008297,3397227,,,7,Male,N,
22795,DescriptorName,D008875,3397227,,,8,Middle Aged,N,
22796,DescriptorName,D009948,3397227,,,9,Orgasm,N,
22797,QualifierName,Q000187,3397227,,,9,,N,drug effects
22798,DescriptorName,D012677,3397227,,,10,Sensation,N,
22799,QualifierName,Q000187,3397227,,,10,,Y,drug effects
22800,Chemical,D009020,3400849,Morphine,76I7G6D29C,,,,
22801,DescriptorName,D005260,3400849,,,1,Female,N,
22802,DescriptorName,D006801,3400849,,,2,Humans,N,
22803,DescriptorName,D007263,3400849,,,3,"Infusions, Parenteral",N,
22804,DescriptorName,D008875,3400849,,,4,Middle Aged,N,
22805,DescriptorName,D009020,3400849,,,5,Morphine,N,
22806,QualifierName,Q000009,3400849,,,5,,Y,adverse effects
22807,DescriptorName,D009207,3400849,,,6,Myoclonus,N,
22808,QualifierName,Q000139,3400849,,,6,,Y,chemically induced
22809,DescriptorName,D010148,3400849,,,7,"Pain, Intractable",N,
22810,QualifierName,Q000188,3400849,,,7,,N,drug therapy
22811,Chemical,D008715,3405528,Methionine,AE28F7PNPL,,,,
22812,Chemical,D001663,3405528,Bilirubin,RFM9X3LJ49,,,,
22813,Chemical,D006221,3405528,Halothane,UQT9G45D1P,,,,
22814,DescriptorName,D000328,3405528,,,1,Adult,N,
22815,DescriptorName,D000769,3405528,,,2,"Anesthesia, Inhalation",N,
22816,QualifierName,Q000009,3405528,,,2,,N,adverse effects
22817,DescriptorName,D001663,3405528,,,3,Bilirubin,N,
22818,QualifierName,Q000097,3405528,,,3,,N,blood
22819,DescriptorName,D056486,3405528,,,4,Chemical and Drug Induced Liver Injury,N,
22820,QualifierName,Q000188,3405528,,,4,,N,drug therapy
22821,DescriptorName,D005260,3405528,,,5,Female,N,
22822,DescriptorName,D006221,3405528,,,6,Halothane,N,
22823,QualifierName,Q000009,3405528,,,6,,Y,adverse effects
22824,DescriptorName,D006801,3405528,,,7,Humans,N,
22825,DescriptorName,D007565,3405528,,,8,Jaundice,N,
22826,QualifierName,Q000139,3405528,,,8,,N,chemically induced
22827,DescriptorName,D008715,3405528,,,9,Methionine,N,
22828,QualifierName,Q000627,3405528,,,9,,Y,therapeutic use
22829,Chemical,D011166,3410226,Porphyrins,0,,,,
22830,Chemical,D003520,3410226,Cyclophosphamide,8N3DW7272P,,,,
22831,Chemical,D002945,3410226,Cisplatin,Q20Q21Q62J,,,,
22832,DescriptorName,D002945,3410226,,,1,Cisplatin,N,
22833,QualifierName,Q000627,3410226,,,1,,N,therapeutic use
22834,DescriptorName,D003520,3410226,,,2,Cyclophosphamide,N,
22835,QualifierName,Q000009,3410226,,,2,,Y,adverse effects
22836,DescriptorName,D003536,3410226,,,3,Cystadenocarcinoma,N,
22837,QualifierName,Q000188,3410226,,,3,,Y,drug therapy
22838,DescriptorName,D005260,3410226,,,4,Female,N,
22839,DescriptorName,D006801,3410226,,,5,Humans,N,
22840,DescriptorName,D008875,3410226,,,6,Middle Aged,N,
22841,DescriptorName,D010051,3410226,,,7,Ovarian Neoplasms,N,
22842,QualifierName,Q000188,3410226,,,7,,Y,drug therapy
22843,DescriptorName,D011164,3410226,,,8,Porphyrias,N,
22844,QualifierName,Q000139,3410226,,,8,,Y,chemically induced
22845,DescriptorName,D011166,3410226,,,9,Porphyrins,N,
22846,QualifierName,Q000652,3410226,,,9,,N,urine
22847,DescriptorName,D012871,3410226,,,10,Skin Diseases,N,
22848,QualifierName,Q000139,3410226,,,10,,Y,chemically induced
22849,Chemical,D011206,3417739,Povidone-Iodine,85H0HZU99M,,,,
22850,Chemical,D011205,3417739,Povidone,FZ989GH94E,,,,
22851,DescriptorName,D058186,3417739,,,1,Acute Kidney Injury,N,
22852,QualifierName,Q000139,3417739,,,1,,Y,chemically induced
22853,DescriptorName,D005260,3417739,,,2,Female,N,
22854,DescriptorName,D006801,3417739,,,3,Humans,N,
22855,DescriptorName,D008480,3417739,,,4,Mediastinitis,N,
22856,QualifierName,Q000188,3417739,,,4,,Y,drug therapy
22857,DescriptorName,D008875,3417739,,,5,Middle Aged,N,
22858,DescriptorName,D011205,3417739,,,6,Povidone,N,
22859,QualifierName,Q000031,3417739,,,6,,Y,analogs & derivatives
22860,DescriptorName,D011206,3417739,,,7,Povidone-Iodine,N,
22861,QualifierName,Q000008,3417739,,,7,,N,administration & dosage
22862,DescriptorName,D013530,3417739,,,8,Surgical Wound Infection,N,
22863,QualifierName,Q000188,3417739,,,8,,N,drug therapy
22864,DescriptorName,D007507,3417739,,,9,Therapeutic Irrigation,N,
22865,Chemical,D010396,3430507,Penicillamine,GNN1DV99GX,,,,
22866,DescriptorName,D001706,3430507,,,1,Biopsy,N,
22867,DescriptorName,D005260,3430507,,,2,Female,N,
22868,DescriptorName,D005921,3430507,,,3,Glomerulonephritis,N,
22869,QualifierName,Q000139,3430507,,,3,,Y,chemically induced
22870,DescriptorName,D006469,3430507,,,4,Hemoptysis,N,
22871,QualifierName,Q000139,3430507,,,4,,N,chemically induced
22872,DescriptorName,D006801,3430507,,,5,Humans,N,
22873,DescriptorName,D007678,3430507,,,6,Kidney Glomerulus,N,
22874,QualifierName,Q000473,3430507,,,6,,N,pathology
22875,DescriptorName,D008854,3430507,,,7,"Microscopy, Electron",N,
22876,DescriptorName,D008875,3430507,,,8,Middle Aged,N,
22877,DescriptorName,D010396,3430507,,,9,Penicillamine,N,
22878,QualifierName,Q000009,3430507,,,9,,Y,adverse effects
22879,DescriptorName,D012595,3430507,,,10,"Scleroderma, Systemic",N,
22880,QualifierName,Q000188,3430507,,,10,,Y,drug therapy
22881,Chemical,D000305,3438585,Adrenal Cortex Hormones,0,,,,
22882,Chemical,D006046,3438585,Gold,7440-57-5,,,,
22883,DescriptorName,D000305,3438585,,,1,Adrenal Cortex Hormones,N,
22884,QualifierName,Q000627,3438585,,,1,,N,therapeutic use
22885,DescriptorName,D001992,3438585,,,2,Bronchoalveolar Lavage Fluid,N,
22886,QualifierName,Q000032,3438585,,,2,,N,analysis
22887,DescriptorName,D005260,3438585,,,3,Female,N,
22888,DescriptorName,D006046,3438585,,,4,Gold,N,
22889,QualifierName,Q000009,3438585,,,4,,Y,adverse effects
22890,DescriptorName,D006801,3438585,,,5,Humans,N,
22891,DescriptorName,D008875,3438585,,,6,Middle Aged,N,
22892,DescriptorName,D011658,3438585,,,7,Pulmonary Fibrosis,N,
22893,QualifierName,Q000139,3438585,,,7,,Y,chemically induced
22894,DescriptorName,D011859,3438585,,,8,Radiography,N,
22895,DescriptorName,D012129,3438585,,,9,Respiratory Function Tests,N,
22896,Chemical,D008667,3449312,Metalloproteins,0,,,,
22897,Chemical,D050607,3449312,Organogold Compounds,0,,,,
22898,Chemical,D009942,3449312,Organometallic Compounds,0,,,,
22899,Chemical,D020005,3449312,Propanols,0,,,,
22900,Chemical,D013438,3449312,Sulfhydryl Compounds,0,,,,
22901,Chemical,D004112,3449312,Dimercaprol,0CPP32S55X,,,,
22902,Chemical,C013394,3449312,aurotioprol,G7097J63E9,,,,
22903,DescriptorName,D000328,3449312,,,1,Adult,N,
22904,DescriptorName,D000368,3449312,,,2,Aged,N,
22905,DescriptorName,D000741,3449312,,,3,"Anemia, Aplastic",N,
22906,QualifierName,Q000139,3449312,,,3,,Y,chemically induced
22907,DescriptorName,D001172,3449312,,,4,"Arthritis, Rheumatoid",N,
22908,QualifierName,Q000188,3449312,,,4,,N,drug therapy
22909,DescriptorName,D004112,3449312,,,5,Dimercaprol,N,
22910,QualifierName,Q000009,3449312,,,5,,N,adverse effects
22911,DescriptorName,D005260,3449312,,,6,Female,N,
22912,DescriptorName,D006801,3449312,,,7,Humans,N,
22913,DescriptorName,D008667,3449312,,,8,Metalloproteins,N,
22914,QualifierName,Q000009,3449312,,,8,,Y,adverse effects
22915,DescriptorName,D008875,3449312,,,9,Middle Aged,N,
22916,DescriptorName,D050607,3449312,,,10,Organogold Compounds,N,
22917,DescriptorName,D009942,3449312,,,11,Organometallic Compounds,Y,
22918,DescriptorName,D020005,3449312,,,12,Propanols,N,
22919,DescriptorName,D012772,3449312,,,13,"Shock, Septic",N,
22920,QualifierName,Q000209,3449312,,,13,,N,etiology
22921,DescriptorName,D013438,3449312,,,14,Sulfhydryl Compounds,N,
22922,Chemical,D015122,3465489,Mercaptopurine,E7WED276I5,,,,
22923,DescriptorName,D000284,3465489,,,1,"Administration, Oral",N,
22924,DescriptorName,D000293,3465489,,,2,Adolescent,N,
22925,DescriptorName,D002648,3465489,,,3,Child,N,
22926,DescriptorName,D002675,3465489,,,4,"Child, Preschool",N,
22927,DescriptorName,D002851,3465489,,,5,"Chromatography, High Pressure Liquid",N,
22928,DescriptorName,D005260,3465489,,,6,Female,N,
22929,DescriptorName,D006801,3465489,,,7,Humans,N,
22930,DescriptorName,D007700,3465489,,,8,Kinetics,N,
22931,DescriptorName,D007945,3465489,,,9,"Leukemia, Lymphoid",N,
22932,QualifierName,Q000188,3465489,,,9,,N,drug therapy
22933,DescriptorName,D008297,3465489,,,10,Male,N,
22934,DescriptorName,D015122,3465489,,,11,Mercaptopurine,N,
22935,QualifierName,Q000009,3465489,,,11,,N,adverse effects
22936,DescriptorName,D009503,3465489,,,12,Neutropenia,N,
22937,QualifierName,Q000139,3465489,,,12,,N,chemically induced
22938,Chemical,D003561,3470173,Cytarabine,04079A1RDZ,,,,
22939,DescriptorName,D002526,3470173,,,1,Cerebellar Diseases,N,
22940,QualifierName,Q000139,3470173,,,1,,Y,chemically induced
22941,DescriptorName,D003561,3470173,,,2,Cytarabine,N,
22942,QualifierName,Q000009,3470173,,,2,,Y,adverse effects
22943,DescriptorName,D006801,3470173,,,3,Humans,N,
22944,DescriptorName,D007951,3470173,,,4,"Leukemia, Myeloid",N,
22945,QualifierName,Q000188,3470173,,,4,,N,drug therapy
22946,DescriptorName,D008297,3470173,,,5,Male,N,
22947,DescriptorName,D008875,3470173,,,6,Middle Aged,N,
22948,Chemical,D005839,3485422,Gentamicins,0,,,,
22949,DescriptorName,D000328,3485422,,,1,Adult,N,
22950,DescriptorName,D009877,3485422,,,2,Endophthalmitis,N,
22951,QualifierName,Q000209,3485422,,,2,,N,etiology
22952,DescriptorName,D005131,3485422,,,3,Eye Injuries,N,
22953,QualifierName,Q000150,3485422,,,3,,N,complications
22954,DescriptorName,D005260,3485422,,,4,Female,N,
22955,DescriptorName,D005451,3485422,,,5,Fluorescein Angiography,N,
22956,DescriptorName,D005839,3485422,,,6,Gentamicins,N,
22957,QualifierName,Q000008,3485422,,,6,,Y,administration & dosage
22958,DescriptorName,D006801,3485422,,,7,Humans,N,
22959,DescriptorName,D007238,3485422,,,8,Infarction,N,
22960,QualifierName,Q000175,3485422,,,8,,N,diagnosis
22961,DescriptorName,D008266,3485422,,,9,Macula Lutea,Y,
22962,DescriptorName,D008297,3485422,,,10,Male,N,
22963,DescriptorName,D008875,3485422,,,11,Middle Aged,N,
22964,DescriptorName,D011183,3485422,,,12,Postoperative Complications,N,
22965,DescriptorName,D012164,3485422,,,13,Retinal Diseases,N,
22966,QualifierName,Q000175,3485422,,,13,,N,diagnosis
22967,DescriptorName,D013203,3485422,,,14,Staphylococcal Infections,N,
22968,QualifierName,Q000188,3485422,,,14,,N,drug therapy
22969,DescriptorName,D013212,3485422,,,15,Staphylococcus epidermidis,N,
22970,DescriptorName,D014821,3485422,,,16,Vitrectomy,Y,
22971,DescriptorName,D014822,3485422,,,17,Vitreous Body,N,
22972,Chemical,D010879,3493797,Piperazines,0,,,,
22973,Chemical,D011929,3493797,Razoxane,5AR83PR647,,,,
22974,DescriptorName,D000368,3493797,,,1,Aged,N,
22975,DescriptorName,D001402,3493797,,,2,B-Lymphocytes,N,
22976,DescriptorName,D005260,3493797,,,3,Female,N,
22977,DescriptorName,D006801,3493797,,,4,Humans,N,
22978,DescriptorName,D008048,3493797,,,5,Lip Neoplasms,N,
22979,QualifierName,Q000139,3493797,,,5,,Y,chemically induced
22980,DescriptorName,D008223,3493797,,,6,Lymphoma,N,
22981,QualifierName,Q000139,3493797,,,6,,Y,chemically induced
22982,DescriptorName,D010879,3493797,,,7,Piperazines,N,
22983,QualifierName,Q000009,3493797,,,7,,Y,adverse effects
22984,DescriptorName,D011565,3493797,,,8,Psoriasis,N,
22985,QualifierName,Q000188,3493797,,,8,,Y,drug therapy
22986,DescriptorName,D011929,3493797,,,9,Razoxane,N,
22987,QualifierName,Q000009,3493797,,,9,,Y,adverse effects
22988,Chemical,D000893,3501467,Anti-Inflammatory Agents,0,,,,
22989,Chemical,D008667,3501467,Metalloproteins,0,,,,
22990,Chemical,D050607,3501467,Organogold Compounds,0,,,,
22991,Chemical,D009942,3501467,Organometallic Compounds,0,,,,
22992,Chemical,D020005,3501467,Propanols,0,,,,
22993,Chemical,D013256,3501467,Steroids,0,,,,
22994,Chemical,D013438,3501467,Sulfhydryl Compounds,0,,,,
22995,Chemical,D004112,3501467,Dimercaprol,0CPP32S55X,,,,
22996,Chemical,C013394,3501467,aurotioprol,G7097J63E9,,,,
22997,DescriptorName,D000361,3501467,,,1,Agammaglobulinemia,N,
22998,QualifierName,Q000139,3501467,,,1,,Y,chemically induced
22999,DescriptorName,D000893,3501467,,,2,Anti-Inflammatory Agents,N,
23000,QualifierName,Q000009,3501467,,,2,,Y,adverse effects
23001,DescriptorName,D001172,3501467,,,3,"Arthritis, Rheumatoid",N,
23002,QualifierName,Q000188,3501467,,,3,,Y,drug therapy
23003,DescriptorName,D001402,3501467,,,4,B-Lymphocytes,N,
23004,QualifierName,Q000187,3501467,,,4,,Y,drug effects
23005,DescriptorName,D004112,3501467,,,5,Dimercaprol,N,
23006,QualifierName,Q000009,3501467,,,5,,N,adverse effects
23007,DescriptorName,D006801,3501467,,,6,Humans,N,
23008,DescriptorName,D008213,3501467,,,7,Lymphocyte Activation,N,
23009,QualifierName,Q000187,3501467,,,7,,N,drug effects
23010,DescriptorName,D008297,3501467,,,8,Male,N,
23011,DescriptorName,D008667,3501467,,,9,Metalloproteins,N,
23012,QualifierName,Q000009,3501467,,,9,,Y,adverse effects
23013,DescriptorName,D008875,3501467,,,10,Middle Aged,N,
23014,DescriptorName,D050607,3501467,,,11,Organogold Compounds,N,
23015,DescriptorName,D009942,3501467,,,12,Organometallic Compounds,Y,
23016,DescriptorName,D020005,3501467,,,13,Propanols,N,
23017,DescriptorName,D013256,3501467,,,14,Steroids,N,
23018,DescriptorName,D013438,3501467,,,15,Sulfhydryl Compounds,N,
23019,Chemical,D005292,3508194,Ferricyanides,0,,,,
23020,Chemical,D009599,3508194,Nitroprusside,169D1260KM,,,,
23021,DescriptorName,D000328,3508194,,,1,Adult,N,
23022,DescriptorName,D005292,3508194,,,2,Ferricyanides,N,
23023,QualifierName,Q000009,3508194,,,2,,Y,adverse effects
23024,DescriptorName,D006801,3508194,,,3,Humans,N,
23025,DescriptorName,D006973,3508194,,,4,Hypertension,N,
23026,QualifierName,Q000188,3508194,,,4,,N,drug therapy
23027,DescriptorName,D007263,3508194,,,5,"Infusions, Parenteral",N,
23028,DescriptorName,D007970,3508194,,,6,Leukopenia,N,
23029,QualifierName,Q000139,3508194,,,6,,Y,chemically induced
23030,DescriptorName,D008297,3508194,,,7,Male,N,
23031,DescriptorName,D009599,3508194,,,8,Nitroprusside,N,
23032,QualifierName,Q000008,3508194,,,8,,N,administration & dosage
23033,DescriptorName,D013921,3508194,,,9,Thrombocytopenia,N,
23034,QualifierName,Q000139,3508194,,,9,,Y,chemically induced
23035,Chemical,D003524,3513544,Cyclosporins,0,,,,
23036,Chemical,D008012,3513544,Lidocaine,98PI200987,,,,
23037,Chemical,D011239,3513544,Prednisolone,9PHQ9Y1OLM,,,,
23038,DescriptorName,D000284,3513544,,,1,"Administration, Oral",N,
23039,DescriptorName,D000287,3513544,,,2,"Administration, Topical",N,
23040,DescriptorName,D000328,3513544,,,3,Adult,N,
23041,DescriptorName,D002177,3513544,,,4,Candidiasis,N,
23042,QualifierName,Q000175,3513544,,,4,,N,diagnosis
23043,DescriptorName,D003524,3513544,,,5,Cyclosporins,N,
23044,QualifierName,Q000008,3513544,,,5,,N,administration & dosage
23045,DescriptorName,D003937,3513544,,,6,"Diagnosis, Differential",N,
23046,DescriptorName,D004359,3513544,,,7,"Drug Therapy, Combination",N,
23047,DescriptorName,D004941,3513544,,,8,Esophagitis,N,
23048,QualifierName,Q000175,3513544,,,8,,N,diagnosis
23049,DescriptorName,D004947,3513544,,,9,Esophagus,N,
23050,QualifierName,Q000473,3513544,,,9,,N,pathology
23051,DescriptorName,D005260,3513544,,,10,Female,N,
23052,DescriptorName,D006561,3513544,,,11,Herpes Simplex,N,
23053,QualifierName,Q000175,3513544,,,11,,N,diagnosis
23054,DescriptorName,D006801,3513544,,,12,Humans,N,
23055,DescriptorName,D016030,3513544,,,13,Kidney Transplantation,Y,
23056,DescriptorName,D008012,3513544,,,14,Lidocaine,N,
23057,QualifierName,Q000008,3513544,,,14,,N,administration & dosage
23058,DescriptorName,D011183,3513544,,,15,Postoperative Complications,Y,
23059,DescriptorName,D011239,3513544,,,16,Prednisolone,N,
23060,QualifierName,Q000008,3513544,,,16,,N,administration & dosage
23061,DescriptorName,D013997,3513544,,,17,Time Factors,N,
23062,Chemical,D007328,3528096,Insulin,0,,,,
23063,DescriptorName,D000818,3528096,,,1,Animals,N,
23064,DescriptorName,D002371,3528096,,,2,Cat Diseases,N,
23065,QualifierName,Q000188,3528096,,,2,,Y,drug therapy
23066,DescriptorName,D002415,3528096,,,3,Cats,N,
23067,DescriptorName,D003920,3528096,,,4,Diabetes Mellitus,N,
23068,QualifierName,Q000188,3528096,,,4,,N,drug therapy
23069,DescriptorName,D005260,3528096,,,5,Female,N,
23070,DescriptorName,D006943,3528096,,,6,Hyperglycemia,N,
23071,QualifierName,Q000139,3528096,,,6,,N,chemically induced
23072,DescriptorName,D007328,3528096,,,7,Insulin,N,
23073,QualifierName,Q000009,3528096,,,7,,Y,adverse effects
23074,DescriptorName,D008297,3528096,,,8,Male,N,
23075,Chemical,D001323,3542612,Autoantibodies,0,,,,
23076,Chemical,D002216,3542612,Captopril,9G64RSX1XD,,,,
23077,DescriptorName,D001323,3542612,,,1,Autoantibodies,N,
23078,QualifierName,Q000096,3542612,,,1,,N,biosynthesis
23079,DescriptorName,D001485,3542612,,,2,Basement Membrane,N,
23080,QualifierName,Q000276,3542612,,,2,,N,immunology
23081,DescriptorName,D001706,3542612,,,3,Biopsy,N,
23082,DescriptorName,D002216,3542612,,,4,Captopril,N,
23083,QualifierName,Q000009,3542612,,,4,,Y,adverse effects
23084,DescriptorName,D005110,3542612,,,5,Extracellular Space,N,
23085,QualifierName,Q000276,3542612,,,5,,N,immunology
23086,DescriptorName,D005455,3542612,,,6,Fluorescent Antibody Technique,N,
23087,DescriptorName,D006801,3542612,,,7,Humans,N,
23088,DescriptorName,D006973,3542612,,,8,Hypertension,N,
23089,QualifierName,Q000188,3542612,,,8,,Y,drug therapy
23090,DescriptorName,D008010,3542612,,,9,Lichen Planus,N,
23091,QualifierName,Q000139,3542612,,,9,,Y,chemically induced
23092,DescriptorName,D008297,3542612,,,10,Male,N,
23093,DescriptorName,D008875,3542612,,,11,Middle Aged,N,
23094,DescriptorName,D010392,3542612,,,12,Pemphigus,N,
23095,QualifierName,Q000139,3542612,,,12,,Y,chemically induced
23096,DescriptorName,D012867,3542612,,,13,Skin,N,
23097,QualifierName,Q000473,3542612,,,13,,N,pathology
23098,Chemical,D001500,354311,BCG Vaccine,0,,,,
23099,Chemical,D004917,354311,Erythromycin,63937KV33D,,,,
23100,Chemical,D007538,354311,Isoniazid,V83O1VOZ8L,,,,
23101,Chemical,D013307,354311,Streptomycin,Y45QSO73OB,,,,
23102,DescriptorName,D000038,354311,,,1,Abscess,N,
23103,QualifierName,Q000139,354311,,,1,,Y,chemically induced
23104,DescriptorName,D001500,354311,,,2,BCG Vaccine,N,
23105,QualifierName,Q000009,354311,,,2,,Y,adverse effects
23106,DescriptorName,D002111,354311,,,3,Calcaneus,N,
23107,QualifierName,Q000473,354311,,,3,,Y,pathology
23108,DescriptorName,D002648,354311,,,4,Child,N,
23109,DescriptorName,D004917,354311,,,5,Erythromycin,N,
23110,QualifierName,Q000627,354311,,,5,,N,therapeutic use
23111,DescriptorName,D005260,354311,,,6,Female,N,
23112,DescriptorName,D006801,354311,,,7,Humans,N,
23113,DescriptorName,D007538,354311,,,8,Isoniazid,N,
23114,QualifierName,Q000627,354311,,,8,,N,therapeutic use
23115,DescriptorName,D009163,354311,,,9,Mycobacterium bovis,N,
23116,QualifierName,Q000302,354311,,,9,,N,isolation & purification
23117,DescriptorName,D010019,354311,,,10,Osteomyelitis,N,
23118,QualifierName,Q000139,354311,,,10,,Y,chemically induced
23119,DescriptorName,D013307,354311,,,11,Streptomycin,N,
23120,QualifierName,Q000627,354311,,,11,,N,therapeutic use
23121,Chemical,D008914,3549808,Minoxidil,5965120SH1,,,,
23122,DescriptorName,D000287,3549808,,,1,"Administration, Topical",N,
23123,DescriptorName,D000328,3549808,,,2,Adult,N,
23124,DescriptorName,D000368,3549808,,,3,Aged,N,
23125,DescriptorName,D000505,3549808,,,4,Alopecia,N,
23126,QualifierName,Q000188,3549808,,,4,,Y,drug therapy
23127,DescriptorName,D002986,3549808,,,5,Clinical Trials as Topic,N,
23128,DescriptorName,D005260,3549808,,,6,Female,N,
23129,DescriptorName,D006801,3549808,,,7,Humans,N,
23130,DescriptorName,D008297,3549808,,,8,Male,N,
23131,DescriptorName,D008875,3549808,,,9,Middle Aged,N,
23132,DescriptorName,D008914,3549808,,,10,Minoxidil,N,
23133,QualifierName,Q000009,3549808,,,10,,Y,adverse effects
23134,DescriptorName,D011897,3549808,,,11,Random Allocation,N,
23135,Chemical,D003989,3558331,Dibenzoxazepines,0,,,,
23136,Chemical,D000657,3558331,Amoxapine,R63VQ857OT,,,,
23137,DescriptorName,D000368,3558331,,,1,Aged,N,
23138,DescriptorName,D000369,3558331,,,2,"Aged, 80 and over",N,
23139,DescriptorName,D000657,3558331,,,3,Amoxapine,N,
23140,QualifierName,Q000009,3558331,,,3,,Y,adverse effects
23141,DescriptorName,D003072,3558331,,,4,Cognition Disorders,N,
23142,QualifierName,Q000139,3558331,,,4,,Y,chemically induced
23143,DescriptorName,D003704,3558331,,,5,Dementia,N,
23144,QualifierName,Q000150,3558331,,,5,,N,complications
23145,DescriptorName,D003866,3558331,,,6,Depressive Disorder,N,
23146,QualifierName,Q000150,3558331,,,6,,N,complications
23147,DescriptorName,D003989,3558331,,,7,Dibenzoxazepines,N,
23148,QualifierName,Q000009,3558331,,,7,,Y,adverse effects
23149,DescriptorName,D005260,3558331,,,8,Female,N,
23150,DescriptorName,D006801,3558331,,,9,Humans,N,
23151,DescriptorName,D008297,3558331,,,10,Male,N,
23152,Chemical,D007052,3565435,Ibuprofen,WK2XYI10QM,,,,
23153,DescriptorName,D000328,3565435,,,1,Adult,N,
23154,DescriptorName,D003937,3565435,,,2,"Diagnosis, Differential",N,
23155,DescriptorName,D004342,3565435,,,3,Drug Hypersensitivity,N,
23156,QualifierName,Q000175,3565435,,,3,,N,diagnosis
23157,DescriptorName,D005260,3565435,,,4,Female,N,
23158,DescriptorName,D006801,3565435,,,5,Humans,N,
23159,DescriptorName,D007052,3565435,,,6,Ibuprofen,N,
23160,QualifierName,Q000009,3565435,,,6,,Y,adverse effects
23161,DescriptorName,D008180,3565435,,,7,"Lupus Erythematosus, Systemic",N,
23162,QualifierName,Q000188,3565435,,,7,,N,drug therapy
23163,DescriptorName,D013997,3565435,,,8,Time Factors,N,
23164,Chemical,D002701,3569037,Chloramphenicol,66974FR9Q1,,,,
23165,Chemical,D000667,3569037,Ampicillin,7C782967RD,,,,
23166,DescriptorName,D000328,3569037,,,1,Adult,N,
23167,DescriptorName,D000667,3569037,,,2,Ampicillin,N,
23168,QualifierName,Q000009,3569037,,,2,,N,adverse effects
23169,DescriptorName,D002701,3569037,,,3,Chloramphenicol,N,
23170,QualifierName,Q000009,3569037,,,3,,Y,adverse effects
23171,DescriptorName,D004342,3569037,,,4,Drug Hypersensitivity,N,
23172,QualifierName,Q000209,3569037,,,4,,Y,etiology
23173,DescriptorName,D004417,3569037,,,5,Dyspnea,N,
23174,QualifierName,Q000139,3569037,,,5,,N,chemically induced
23175,DescriptorName,D006801,3569037,,,6,Humans,N,
23176,DescriptorName,D008297,3569037,,,7,Male,N,
23177,DescriptorName,D014435,3569037,,,8,Typhoid Fever,N,
23178,QualifierName,Q000188,3569037,,,8,,Y,drug therapy
23179,DescriptorName,D014581,3569037,,,9,Urticaria,N,
23180,QualifierName,Q000139,3569037,,,9,,N,chemically induced
23181,Chemical,D010396,3579660,Penicillamine,GNN1DV99GX,,,,
23182,Chemical,D015032,3579660,Zinc,J41CSQ7QDS,,,,
23183,DescriptorName,D000293,3579660,,,1,Adolescent,N,
23184,DescriptorName,D000328,3579660,,,2,Adult,N,
23185,DescriptorName,D001479,3579660,,,3,Basal Ganglia,N,
23186,QualifierName,Q000473,3579660,,,3,,N,pathology
23187,DescriptorName,D005260,3579660,,,4,Female,N,
23188,DescriptorName,D005625,3579660,,,5,Frontal Lobe,N,
23189,QualifierName,Q000473,3579660,,,5,,N,pathology
23190,DescriptorName,D006527,3579660,,,6,Hepatolenticular Degeneration,N,
23191,QualifierName,Q000188,3579660,,,6,,Y,drug therapy
23192,DescriptorName,D006801,3579660,,,7,Humans,N,
23193,DescriptorName,D009682,3579660,,,8,Magnetic Resonance Spectroscopy,N,
